workerid,age,gender,race,region,regionComments,verification_1,verification_2,stimulus1,stimulus2,speaker,sentence,intonation,context_condition,answer,certainty,comment
A34930YXVQ8SUT,age=2,gend=2,eth=3,Florida,No,remember to feed the cats,id,bonnie-cats-hlevel,bonnie-cats-lfall,bonnie,cats,lfall,HLEVEL,response=lfall,response=3,
A34930YXVQ8SUT,age=2,gend=2,eth=3,Florida,No,have fun at the party,id,alex-party-hlevel,alex-party-hfall,alex,party,hfall,HLEVEL,response=hlevel,response=3,
A34930YXVQ8SUT,age=2,gend=2,eth=3,Florida,No,don't forget your lunchbox,id,alex-lunchbox-hlevel,alex-lunchbox-hfall,alex,lunchbox,hfall,LFALL,response=hlevel,response=4,
A34930YXVQ8SUT,age=2,gend=2,eth=3,Florida,No,hand in the assignment by noon,id,judy-assignment-hlevel,judy-assignment-lfall,judy,assignment,lfall,LFALL,response=lfall,response=4,
A34930YXVQ8SUT,age=2,gend=2,eth=3,Florida,No,good luck with the test,id,alex-test-hlevel,alex-test-lfall,alex,test,lfall,HLEVEL,response=hlevel,response=5,
A34930YXVQ8SUT,age=2,gend=2,eth=3,Florida,No,please don't have broken another glass,ok go out and play,judy-filler1,judy-filler2,judy,filler2,,FILLER,response=hlevel,response=5,
A19SD5ULD33AAV,age=2,gend=1,eth=3,midwest,,dont forget your lunchbox,id,kate-lunchbox-hlevel,kate-lunchbox-hfall,kate,lunchbox,hfall,LFALL,response=hlevel,response=5,
A19SD5ULD33AAV,age=2,gend=1,eth=3,midwest,,enjoy your dinner,id,bonnie-dinner-hlevel,bonnie-dinner-lfall,bonnie,dinner,lfall,HLEVEL,response=hlevel,response=5,
A19SD5ULD33AAV,age=2,gend=1,eth=3,midwest,,do you have questions about your test results,yes i leave for cancun in a week,tyler-filler1,tyler-filler2,tyler,filler2,,FILLER,response=lfall,response=5,
A19SD5ULD33AAV,age=2,gend=1,eth=3,midwest,,remember to feed the cats,id,alex-cats-hlevel,alex-cats-lfall,alex,cats,lfall,HLEVEL,response=hlevel,response=5,
A19SD5ULD33AAV,age=2,gend=1,eth=3,midwest,,please dont have broken another glass,ugh ok go out and play,judy-filler1,judy-filler2,judy,filler2,,FILLER,response=hlevel,response=5,
A19SD5ULD33AAV,age=2,gend=1,eth=3,midwest,,get well soon,id,alex-well-hlevel,alex-well-lfall,alex,well,lfall,LFALL,response=lfall,response=5,
A19SD5ULD33AAV,age=2,gend=1,eth=3,midwest,,take these pills for a week,id,alex-pills-hlevel,alex-pills-lfall,alex,pills,lfall,LFALL,response=lfall,response=4,
A19SD5ULD33AAV,age=2,gend=1,eth=3,midwest,,have fun at the party,id,kate-party-hlevel,kate-party-lfall,kate,party,lfall,HLEVEL,response=hlevel,response=4,
A3U74S280Z4B0,age=4,gend=2,eth=3,Massachusetts,No,Good luck with the test,id,alex-test-hlevel,alex-test-lfall,alex,test,lfall,HLEVEL,response=hlevel,response=5,
A3U74S280Z4B0,age=4,gend=2,eth=3,Massachusetts,No,Don't forget your lunchbox,id,alex-lunchbox-hlevel,alex-lunchbox-hfall,alex,lunchbox,hfall,LFALL,response=hlevel,response=5,
A3U74S280Z4B0,age=4,gend=2,eth=3,Massachusetts,No,Yes I am leaving for Cancun in a week,Do you have questions about your test results,tyler-filler1,tyler-filler2,tyler,filler2,,FILLER,response=lfall,response=5,
A3U74S280Z4B0,age=4,gend=2,eth=3,Massachusetts,No,Remember to feed the cats,id,bonnie-cats-hlevel,bonnie-cats-lfall,bonnie,cats,lfall,HLEVEL,response=hlevel,response=5,
A3U74S280Z4B0,age=4,gend=2,eth=3,Massachusetts,No,Get well soon,id,kate-well-hlevel,kate-well-lfall,kate,well,lfall,LFALL,response=hlevel,response=5,
A3U74S280Z4B0,age=4,gend=2,eth=3,Massachusetts,No,Hand in the assignment by noon,id,judy-assignment-hlevel,judy-assignment-lfall,judy,assignment,lfall,LFALL,response=lfall,response=5,
A3U74S280Z4B0,age=4,gend=2,eth=3,Massachusetts,No,(Sigh) OK go out and play,Ah please don't have broken another glass,judy-filler1,judy-filler2,judy,filler2,,FILLER,response=hlevel,response=5,
A3U74S280Z4B0,age=4,gend=2,eth=3,Massachusetts,No,Have fun at the party,id,alex-party-hlevel,alex-party-hfall,alex,party,hfall,HLEVEL,response=hlevel,response=5,
A2FGRUA9ID3TKP,age=2,gend=2,eth=3,Midwest,,Don't forget your lunch box.,id,alex-lunchbox-hlevel,alex-lunchbox-hfall,alex,lunchbox,hfall,LFALL,response=hlevel,response=4,
A2FGRUA9ID3TKP,age=2,gend=2,eth=3,Midwest,,Good luck with the test.,id,alex-test-hlevel,alex-test-lfall,alex,test,lfall,HLEVEL,response=hlevel,response=4,
A2FGRUA9ID3TKP,age=2,gend=2,eth=3,Midwest,,Remember to feed the cats.,id,bonnie-cats-hlevel,bonnie-cats-lfall,bonnie,cats,lfall,HLEVEL,response=hlevel,response=4,
A2FGRUA9ID3TKP,age=2,gend=2,eth=3,Midwest,,Have fun at the party.,id,alex-party-hlevel,alex-party-hfall,alex,party,hfall,HLEVEL,response=hlevel,response=4,
A2FGRUA9ID3TKP,age=2,gend=2,eth=3,Midwest,,*sigh* Ok go out and play,Oh please don't have broken another glass.,judy-filler1,judy-filler2,judy,filler2,,FILLER,response=hlevel,response=5,
A2FGRUA9ID3TKP,age=2,gend=2,eth=3,Midwest,,Get well soon.,id,kate-well-hlevel,kate-well-lfall,kate,well,lfall,LFALL,response=hlevel,response=4,
A2FGRUA9ID3TKP,age=2,gend=2,eth=3,Midwest,,Do you have questions about your test results?,Yes I am leaving for Cancun in a week.,tyler-filler1,tyler-filler2,tyler,filler2,,FILLER,response=lfall,response=5,
A2FGRUA9ID3TKP,age=2,gend=2,eth=3,Midwest,,Hand in the assignment by noon.,id,judy-assignment-hlevel,judy-assignment-lfall,judy,assignment,lfall,LFALL,response=lfall,response=4,
A1SN0UU3V61IIM,age=4,gend=2,eth=3,Northeast,No,Yes I am leaving for Cancun in a week,Do you have questions about your test results?,tyler-filler1,tyler-filler2,tyler,filler2,,FILLER,response=lfall,response=5,
A1SN0UU3V61IIM,age=4,gend=2,eth=3,Northeast,No,Remember to feed the cats,Remember to feed the cats,bonnie-cats-hlevel,bonnie-cats-lfall,bonnie,cats,lfall,HLEVEL,response=hlevel,response=5,
A1SN0UU3V61IIM,age=4,gend=2,eth=3,Northeast,No,Get well soon,Get well soon,kate-well-hlevel,kate-well-lfall,kate,well,lfall,LFALL,response=hlevel,response=5,
A1SN0UU3V61IIM,age=4,gend=2,eth=3,Northeast,No,Good luck with the test,Good luck with the test,alex-test-hlevel,alex-test-lfall,alex,test,lfall,HLEVEL,response=hlevel,response=5,
A1SN0UU3V61IIM,age=4,gend=2,eth=3,Northeast,No,Please don't have broken another glass,Ok go out and play,judy-filler1,judy-filler2,judy,filler2,,FILLER,response=hlevel,response=5,
A1SN0UU3V61IIM,age=4,gend=2,eth=3,Northeast,No,Don't forget your lunchbox,Don't forget your lunchbox,alex-lunchbox-hlevel,alex-lunchbox-hfall,alex,lunchbox,hfall,LFALL,response=hlevel,response=5,
A1SN0UU3V61IIM,age=4,gend=2,eth=3,Northeast,No,Hand in the assignment by noon,Hand in the assignment by noon,judy-assignment-hlevel,judy-assignment-lfall,judy,assignment,lfall,LFALL,response=lfall,response=5,
A1SN0UU3V61IIM,age=4,gend=2,eth=3,Northeast,No,Have fun at the party,Have fun at the party,alex-party-hlevel,alex-party-hfall,alex,party,hfall,HLEVEL,response=hlevel,response=5,
A2SYRFPPV9WDEG,age=2,gend=2,eth=3,ca,,get well soon,Get well soon!,kate-well-hlevel,kate-well-lfall,kate,well,lfall,HLEVEL,response=hlevel,response=5,
A2SYRFPPV9WDEG,age=2,gend=2,eth=3,ca,,Don't forget your lunchbox,Don't forget your lunchbox,alex-lunchbox-hlevel,alex-lunchbox-hfall,alex,lunchbox,hfall,HLEVEL,response=lfall,response=3,
A2SYRFPPV9WDEG,age=2,gend=2,eth=3,ca,,Have a nice trip,Have a nice trip,kevin-trip-hlevel,kevin-trip-hfall,kevin,trip,hfall,HLEVEL,response=hlevel,response=5,
A2SYRFPPV9WDEG,age=2,gend=2,eth=3,ca,,Uh please don't have broken another glass,Okay go out and play,judy-filler1,judy-filler2,judy,filler2,,FILLER,response=hlevel,response=5,
A2SYRFPPV9WDEG,age=2,gend=2,eth=3,ca,,Have fun at the party,have fun at the party,alex-party-hlevel,alex-party-hfall,alex,party,hfall,HFALL,response=lfall,response=5,
A2SYRFPPV9WDEG,age=2,gend=2,eth=3,ca,,take a cookie,take a cookie!,kate-cookie-hlevel,kate-cookie-hfall,kate,cookie,hfall,HFALL,response=lfall,response=4,
A2SYRFPPV9WDEG,age=2,gend=2,eth=3,ca,,Do have questions about your test results?,Yes I am leaving for Cancun in a week,tyler-filler1,tyler-filler2,tyler,filler2,,FILLER,response=lfall,response=5,
A2SYRFPPV9WDEG,age=2,gend=2,eth=3,ca,,Remember to feed the cats,Remember to feed the cats,bonnie-cats-hlevel,bonnie-cats-lfall,bonnie,cats,lfall,LFALL,response=lfall,response=5,
A2WCV7ULUPKVNQ,age=3,gend=2,eth=1,Midwest,No.,Enjoy your dinner.,id,bonnie-dinner-hlevel,bonnie-dinner-lfall,bonnie,dinner,lfall,HLEVEL,response=lfall,response=3,No.
A2WCV7ULUPKVNQ,age=3,gend=2,eth=1,Midwest,No.,Don't forget your lunch box.,id,kate-lunchbox-hlevel,kate-lunchbox-hfall,kate,lunchbox,hfall,LFALL,response=lfall,response=4,
A2WCV7ULUPKVNQ,age=3,gend=2,eth=1,Midwest,No.,Get well soon.,id,alex-well-hlevel,alex-well-lfall,alex,well,lfall,LFALL,response=hlevel,response=4,
A2WCV7ULUPKVNQ,age=3,gend=2,eth=1,Midwest,No.,Have fun at the party.,id,kate-party-hlevel,kate-party-lfall,kate,party,lfall,HLEVEL,response=hlevel,response=4,
A2WCV7ULUPKVNQ,age=3,gend=2,eth=1,Midwest,No.,Remember to feed the cats.,id,alex-cats-hlevel,alex-cats-lfall,alex,cats,lfall,HLEVEL,response=hlevel,response=4,
A2WCV7ULUPKVNQ,age=3,gend=2,eth=1,Midwest,No.,Take these pills for a week.,id,alex-pills-hlevel,alex-pills-lfall,alex,pills,lfall,LFALL,response=lfall,response=3,
A2WCV7ULUPKVNQ,age=3,gend=2,eth=1,Midwest,No.,Yes I leave for Cancun in a week.,Do you have questions about your test results.,tyler-filler1,tyler-filler2,tyler,filler2,,FILLER,response=lfall,response=5,
A2WCV7ULUPKVNQ,age=3,gend=2,eth=1,Midwest,No.,Okay go out and play.,Please don't have broken another glass.,judy-filler1,judy-filler2,judy,filler2,,FILLER,response=hlevel,response=4,
A3EUGO4VR2N4G1,age=2,gend=2,eth=3,PA,No.,Do you have questions about your test results?,Yes I am leaving for Cancun in a week.,tyler-filler1,tyler-filler2,tyler,filler2,,FILLER,response=lfall,response=5,
A3EUGO4VR2N4G1,age=2,gend=2,eth=3,PA,No.,good luck with the test,good luck with the test,alex-test-hlevel,alex-test-lfall,alex,test,lfall,HLEVEL,response=hlevel,response=4,
A3EUGO4VR2N4G1,age=2,gend=2,eth=3,PA,No.,Aw please don't have broken another glass.,(sigh) okay go out and play.,judy-filler1,judy-filler2,judy,filler2,,FILLER,response=hlevel,response=5,
A3EUGO4VR2N4G1,age=2,gend=2,eth=3,PA,No.,have fun at the party.,have fun at the party.,alex-party-hlevel,alex-party-hfall,alex,party,hfall,HLEVEL,response=lfall,response=5,
A3EUGO4VR2N4G1,age=2,gend=2,eth=3,PA,No.,Don't forget your lunchbox.,Don't forget your lunchbox.,alex-lunchbox-hlevel,alex-lunchbox-hfall,alex,lunchbox,hfall,LFALL,response=hlevel,response=5,
A3EUGO4VR2N4G1,age=2,gend=2,eth=3,PA,No.,Remember to feed the cats.,Remember to feed the cats.,bonnie-cats-hlevel,bonnie-cats-lfall,bonnie,cats,lfall,HLEVEL,response=hlevel,response=4,
A3EUGO4VR2N4G1,age=2,gend=2,eth=3,PA,No.,get well soon.,get well soon.,kate-well-hlevel,kate-well-lfall,kate,well,lfall,LFALL,response=hlevel,response=3,
A3EUGO4VR2N4G1,age=2,gend=2,eth=3,PA,No.,Hand in the assignment by noon.,Hand in the assignment by noon.,judy-assignment-hlevel,judy-assignment-lfall,judy,assignment,lfall,LFALL,response=lfall,response=4,
A1MB7P9OWOL0EZ,age=4,gend=1,eth=3,Southeast,,Don't forget your lunch box,id,kate-lunchbox-hlevel,kate-lunchbox-hfall,kate,lunchbox,hfall,LFALL,response=hlevel,response=5,
A1MB7P9OWOL0EZ,age=4,gend=1,eth=3,Southeast,,Oh please don't have broken another glass,Okay go out and play,judy-filler1,judy-filler2,judy,filler2,,FILLER,response=hlevel,response=5,
A1MB7P9OWOL0EZ,age=4,gend=1,eth=3,Southeast,,Take these pills for a week,id,alex-pills-hlevel,alex-pills-lfall,alex,pills,lfall,LFALL,response=lfall,response=5,
A1MB7P9OWOL0EZ,age=4,gend=1,eth=3,Southeast,,Remember to feed the cats,id,alex-cats-hlevel,alex-cats-lfall,alex,cats,lfall,HLEVEL,response=hlevel,response=5,
A1MB7P9OWOL0EZ,age=4,gend=1,eth=3,Southeast,,You have questions about your test results?,Yes I am leaving for Cancun in a week,tyler-filler1,tyler-filler2,tyler,filler2,,FILLER,response=lfall,response=5,
A1MB7P9OWOL0EZ,age=4,gend=1,eth=3,Southeast,,Have fun at the party,id,kate-party-hlevel,kate-party-lfall,kate,party,lfall,HLEVEL,response=hlevel,response=5,
A1MB7P9OWOL0EZ,age=4,gend=1,eth=3,Southeast,,Get well soon,id,alex-well-hlevel,alex-well-lfall,alex,well,lfall,LFALL,response=lfall,response=5,
A1MB7P9OWOL0EZ,age=4,gend=1,eth=3,Southeast,,Enjoy your dinner,id,bonnie-dinner-hlevel,bonnie-dinner-lfall,bonnie,dinner,lfall,HLEVEL,response=hlevel,response=5,
A2RYADTQSNGAE1,age=2,gend=1,eth=3,Northeast,,Ah please don't have broken another glass!,(Sigh) Okay go out and play.,judy-filler1,judy-filler2,judy,filler2,,FILLER,response=hlevel,response=4,
A2RYADTQSNGAE1,age=2,gend=1,eth=3,Northeast,,Don't forget your lunch box.,id,alex-lunchbox-hlevel,alex-lunchbox-hfall,alex,lunchbox,hfall,HLEVEL,response=hlevel,response=5,
A2RYADTQSNGAE1,age=2,gend=1,eth=3,Northeast,,Take a cookie.,id,kate-cookie-hlevel,kate-cookie-hfall,kate,cookie,hfall,HFALL,response=lfall,response=3,
A2RYADTQSNGAE1,age=2,gend=1,eth=3,Northeast,,Have a nice trip.,id,kevin-trip-hlevel,kevin-trip-hfall,kevin,trip,hfall,HLEVEL,response=hlevel,response=5,
A2RYADTQSNGAE1,age=2,gend=1,eth=3,Northeast,,Get well soon.,id,kate-well-hlevel,kate-well-lfall,kate,well,lfall,HLEVEL,response=hlevel,response=4,
A2RYADTQSNGAE1,age=2,gend=1,eth=3,Northeast,,Have fun at the party.,id,alex-party-hlevel,alex-party-hfall,alex,party,hfall,HFALL,response=lfall,response=3,
A2RYADTQSNGAE1,age=2,gend=1,eth=3,Northeast,,Yes I leave for Cancun in a week.,Do you have questions about your test results?,tyler-filler1,tyler-filler2,tyler,filler2,,FILLER,response=lfall,response=5,
A2RYADTQSNGAE1,age=2,gend=1,eth=3,Northeast,,Remember to feed the cats!,id,bonnie-cats-hlevel,bonnie-cats-lfall,bonnie,cats,lfall,LFALL,response=lfall,response=5,
A1OPSHV7LWGBUY,age=2,gend=2,eth=3,west,,Yes I leave for Cancun in a week,Do you have questions about test results?,tyler-filler1,tyler-filler2,tyler,filler2,,FILLER,response=lfall,response=5,
A1OPSHV7LWGBUY,age=2,gend=2,eth=3,west,,Don't forget your lunch bags,id,kate-lunchbox-hlevel,kate-lunchbox-hfall,kate,lunchbox,hfall,HLEVEL,response=hlevel,response=5,
A1OPSHV7LWGBUY,age=2,gend=2,eth=3,west,,Get well soon,id,alex-well-hlevel,alex-well-lfall,alex,well,lfall,HLEVEL,response=hlevel,response=5,
A1OPSHV7LWGBUY,age=2,gend=2,eth=3,west,,Oh please don't have broken another glass,Okay go out and play,judy-filler1,judy-filler2,judy,filler2,,FILLER,response=hlevel,response=5,
A1OPSHV7LWGBUY,age=2,gend=2,eth=3,west,,Enjoy the movie,id,kate-movie-hlevel,kate-movie-lfall,kate,movie,lfall,HLEVEL,response=hlevel,response=5,
A1OPSHV7LWGBUY,age=2,gend=2,eth=3,west,,Have fun at the party,id,kate-party-hlevel,kate-party-lfall,kate,party,lfall,HFALL,response=hlevel,response=5,
A1OPSHV7LWGBUY,age=2,gend=2,eth=3,west,,Remember to feed the cats,id,alex-cats-hlevel,alex-cats-lfall,alex,cats,lfall,LFALL,response=hlevel,response=5,
A1OPSHV7LWGBUY,age=2,gend=2,eth=3,west,,Avoid the highway,id,kevin-highway-hlevel,kevin-highway-lfall,kevin,highway,lfall,LFALL,response=lfall,response=5,
A1LOD3LNX7FUPJ,age=2,gend=2,eth=3,pa,,Dont forget your lunch box,Dont forget your lunch box,alex-lunchbox-hlevel,alex-lunchbox-hfall,alex,lunchbox,hfall,LFALL,response=hlevel,response=4,
A1LOD3LNX7FUPJ,age=2,gend=2,eth=3,pa,,Do you have questions about your test results,yes I am leaving for cancun in a week ,tyler-filler1,tyler-filler2,tyler,filler2,,FILLER,response=lfall,response=5,
A1LOD3LNX7FUPJ,age=2,gend=2,eth=3,pa,,goodbye soon,goodbye soon,kate-well-hlevel,kate-well-lfall,kate,well,lfall,LFALL,response=hlevel,response=3,
A1LOD3LNX7FUPJ,age=2,gend=2,eth=3,pa,,remember to feed the cats,remember to feed the cats,bonnie-cats-hlevel,bonnie-cats-lfall,bonnie,cats,lfall,HLEVEL,response=hlevel,response=5,
A1LOD3LNX7FUPJ,age=2,gend=2,eth=3,pa,,good luck with the test,good luck with the test,alex-test-hlevel,alex-test-lfall,alex,test,lfall,HLEVEL,response=lfall,response=5,
A1LOD3LNX7FUPJ,age=2,gend=2,eth=3,pa,,hand in the assignment by noon,hand in the assignment by noon,judy-assignment-hlevel,judy-assignment-lfall,judy,assignment,lfall,LFALL,response=lfall,response=4,
A1LOD3LNX7FUPJ,age=2,gend=2,eth=3,pa,,ok go out and play,please dont have broken another glass,judy-filler1,judy-filler2,judy,filler2,,FILLER,response=hlevel,response=5,
A1LOD3LNX7FUPJ,age=2,gend=2,eth=3,pa,,have fun at the party,have fun at the party,alex-party-hlevel,alex-party-hfall,alex,party,hfall,HLEVEL,response=lfall,response=4,
A2JPRN30Z6EE2F,age=2,gend=2,eth=1,Maryland,,Good luck with the test,id,alex-test-hlevel,alex-test-lfall,alex,test,lfall,HLEVEL,response=hlevel,response=4,
A2JPRN30Z6EE2F,age=2,gend=2,eth=1,Maryland,,Hand in the assignment by noon.,id,judy-assignment-hlevel,judy-assignment-lfall,judy,assignment,lfall,LFALL,response=lfall,response=4,
A2JPRN30Z6EE2F,age=2,gend=2,eth=1,Maryland,,Okay go out and play.,Oh please don't have broken another glass.,judy-filler1,judy-filler2,judy,filler2,,FILLER,response=hlevel,response=5,
A2JPRN30Z6EE2F,age=2,gend=2,eth=1,Maryland,,Get well soon.,id,kate-well-hlevel,kate-well-lfall,kate,well,lfall,LFALL,response=hlevel,response=4,
A2JPRN30Z6EE2F,age=2,gend=2,eth=1,Maryland,,Have fun at the party.,id,alex-party-hlevel,alex-party-hfall,alex,party,hfall,HLEVEL,response=hlevel,response=4,
A2JPRN30Z6EE2F,age=2,gend=2,eth=1,Maryland,,Do you have questions about your test results?,Yes. I am leaving for Cancun in a week.,tyler-filler1,tyler-filler2,tyler,filler2,,FILLER,response=lfall,response=5,
A2JPRN30Z6EE2F,age=2,gend=2,eth=1,Maryland,,Remember to feed the cats.,id,bonnie-cats-hlevel,bonnie-cats-lfall,bonnie,cats,lfall,HLEVEL,response=hlevel,response=4,
A2JPRN30Z6EE2F,age=2,gend=2,eth=1,Maryland,,Don't forget your lunchbox.,id,alex-lunchbox-hlevel,alex-lunchbox-hfall,alex,lunchbox,hfall,LFALL,response=hlevel,response=4,
A3PGUPNMOU5BPW,age=1,gend=2,eth=3,PA,,Yes I leave for Cancun in a week.,Do you have questions about your test results?,tyler-filler1,tyler-filler2,tyler,filler2,,FILLER,response=lfall,response=5,
A3PGUPNMOU5BPW,age=1,gend=2,eth=3,PA,,Enjoy the movie,id,kate-movie-hlevel,kate-movie-lfall,kate,movie,lfall,HLEVEL,response=hlevel,response=4,
A3PGUPNMOU5BPW,age=1,gend=2,eth=3,PA,,get well soon,id,alex-well-hlevel,alex-well-lfall,alex,well,lfall,HLEVEL,response=lfall,response=3,
A3PGUPNMOU5BPW,age=1,gend=2,eth=3,PA,,Avoid the highway,id,kevin-highway-hlevel,kevin-highway-lfall,kevin,highway,lfall,LFALL,response=hlevel,response=4,
A3PGUPNMOU5BPW,age=1,gend=2,eth=3,PA,,Remember to feed the cats,id,alex-cats-hlevel,alex-cats-lfall,alex,cats,lfall,LFALL,response=lfall,response=4,
A3PGUPNMOU5BPW,age=1,gend=2,eth=3,PA,,Don't forget your lunchbox!,id,kate-lunchbox-hlevel,kate-lunchbox-hfall,kate,lunchbox,hfall,HLEVEL,response=hlevel,response=4,
A3PGUPNMOU5BPW,age=1,gend=2,eth=3,PA,,Have fun at the party!,id,kate-party-hlevel,kate-party-lfall,kate,party,lfall,HFALL,response=hlevel,response=4,
A3PGUPNMOU5BPW,age=1,gend=2,eth=3,PA,,Okay go out and play,uh please don't have broken another glass,judy-filler1,judy-filler2,judy,filler2,,FILLER,response=hlevel,response=5,
A25CFVQND4A0EV,age=1,gend=2,eth=3,Arkansas,,don't forget your lunchbox,id,kate-lunchbox-hlevel,kate-lunchbox-hfall,kate,lunchbox,hfall,LFALL,response=hlevel,response=5,
A25CFVQND4A0EV,age=1,gend=2,eth=3,Arkansas,,have fun at the party,id,kate-party-hlevel,kate-party-lfall,kate,party,lfall,HLEVEL,response=hlevel,response=5,
A25CFVQND4A0EV,age=1,gend=2,eth=3,Arkansas,,take these pills for a week,id,alex-pills-hlevel,alex-pills-lfall,alex,pills,lfall,LFALL,response=lfall,response=5,
A25CFVQND4A0EV,age=1,gend=2,eth=3,Arkansas,,remember to feed the cats,id,alex-cats-hlevel,alex-cats-lfall,alex,cats,lfall,HLEVEL,response=hlevel,response=5,
A25CFVQND4A0EV,age=1,gend=2,eth=3,Arkansas,,please don't have broken another glass,okay go out and play,judy-filler1,judy-filler2,judy,filler2,,FILLER,response=hlevel,response=5,
A25CFVQND4A0EV,age=1,gend=2,eth=3,Arkansas,,yes i'm leaving for cancoon in a week,do you have questions about your test results,tyler-filler1,tyler-filler2,tyler,filler2,,FILLER,response=hlevel,response=3,
A25CFVQND4A0EV,age=1,gend=2,eth=3,Arkansas,,enjoy your dinner,id,bonnie-dinner-hlevel,bonnie-dinner-lfall,bonnie,dinner,lfall,HLEVEL,response=hlevel,response=5,
A25CFVQND4A0EV,age=1,gend=2,eth=3,Arkansas,,get well soon,id,alex-well-hlevel,alex-well-lfall,alex,well,lfall,LFALL,response=hlevel,response=5,
